,state,town,poverty,hs_completion,townstate,ZCTA,n_households,med_income,population,density,city,state_id,state_name,lat,lng,crime_rate
15028,Oklahoma,Garber,8,87.2,"Garber, Oklahoma",73738,486,44444,1201,4.3,Garber,OK,Oklahoma,36.45196,-97.55176,
15029,Oklahoma,Garvin,27.8,83.1,"Garvin, Oklahoma",74736,396,42800,1122,6.9,Garvin,OK,Oklahoma,33.92522,-94.98605,
15030,Oklahoma,Gate,16.7,71.8,"Gate, Oklahoma",73844,95,34464,258,0.3,Gate,OK,Oklahoma,36.88694,-100.14299,
15031,Oklahoma,Geary,31.5,84.3,"Geary, Oklahoma",73040,710,38622,1821,3.3,Geary,OK,Oklahoma,35.64158,-98.3756,42.0
15032,Oklahoma,Geronimo,9,91.0,"Geronimo, Oklahoma",73543,576,48889,1529,10.3,Geronimo,OK,Oklahoma,34.46585,-98.37799,
15033,Oklahoma,Glencoe,15.3,95.1,"Glencoe, Oklahoma",74032,818,52174,2146,8.3,Glencoe,OK,Oklahoma,36.20922,-96.90433,
15034,Oklahoma,Glenpool,11.4,93.1,"Glenpool, Oklahoma",74033,3935,64815,11999,330.0,Glenpool,OK,Oklahoma,35.94589000000001,-96.00752,342.0
15035,Oklahoma,Goltry,10.9,90.3,"Goltry, Oklahoma",73739,157,63083,316,2.9,Goltry,OK,Oklahoma,36.5163,-98.14036,
15036,Oklahoma,Goodwell,32.4,86.2,"Goodwell, Oklahoma",73939,504,41875,1709,2.0,Goodwell,OK,Oklahoma,36.77794,-101.79126,9.0
15037,Oklahoma,Gore,19.3,84.5,"Gore, Oklahoma",74435,1292,45833,3269,18.9,Gore,OK,Oklahoma,35.57731,-95.09361,
15038,Oklahoma,Gotebo,19.3,85.4,"Gotebo, Oklahoma",73041,122,55625,353,1.3,Gotebo,OK,Oklahoma,35.0428,-98.8766,
15039,Oklahoma,Gould,6.2,72.0,"Gould, Oklahoma",73544,108,59167,241,0.8,Gould,OK,Oklahoma,34.69502,-99.76509,
15040,Oklahoma,Gracemont,24.4,81.1,"Gracemont, Oklahoma",73042,433,49659,1116,3.9,Gracemont,OK,Oklahoma,35.22809,-98.25068,
15041,Oklahoma,Grandfield,25,74.4,"Grandfield, Oklahoma",73546,480,40305,1036,3.5,Grandfield,OK,Oklahoma,34.22026,-98.72438,30.0
15042,Oklahoma,Granite,19.8,82.8,"Granite, Oklahoma",73547,656,40441,2331,7.3,Granite,OK,Oklahoma,34.98709,-99.40795,16.0
15043,Oklahoma,Grant,30.7,75.9,"Grant, Oklahoma",74738,255,21328,686,6.8,Grant,OK,Oklahoma,33.90368,-95.44285,
15044,Oklahoma,Greenfield,40.3,81.3,"Greenfield, Oklahoma",73043,86,28409,155,2.5,Greenfield,OK,Oklahoma,35.73425,-98.3972,
15045,Oklahoma,Grove,13.6,90.6,"Grove, Oklahoma",74344,6667,40510,15322,62.2,Grove,OK,Oklahoma,36.59727,-94.73848,207.0
15046,Oklahoma,Guthrie,21.1,90.2,"Guthrie, Oklahoma",73044,8180,50338,23525,29.7,Guthrie,OK,Oklahoma,35.8632,-97.42483,455.0
15047,Oklahoma,Guymon,17.7,69.7,"Guymon, Oklahoma",73942,4501,51101,13454,8.0,Guymon,OK,Oklahoma,36.7452,-101.51134,229.0
15048,Oklahoma,Haileyville,26.3,86.7,"Haileyville, Oklahoma",74546,295,32604,712,200.3,Haileyville,OK,Oklahoma,34.85844,-95.57872,5.0
15049,Oklahoma,Hallett,26.9,81.7,"Hallett, Oklahoma",74034,50,25000,122,18.0,Hallett,OK,Oklahoma,36.22631,-96.57904,
15050,Oklahoma,Hammon,25.5,86.6,"Hammon, Oklahoma",73650,324,39000,1128,2.0,Hammon,OK,Oklahoma,35.64184,-99.40731,
15051,Oklahoma,Hanna,37.1,62.3,"Hanna, Oklahoma",74845,183,38036,500,1.9,Hanna,OK,Oklahoma,35.25756,-95.88717,
15052,Oklahoma,Hardesty,23.2,70.1,"Hardesty, Oklahoma",73944,158,45208,531,0.7,Hardesty,OK,Oklahoma,36.59051,-101.10774,
15053,Oklahoma,Harrah,8.3,90.9,"Harrah, Oklahoma",73045,4032,58545,11293,60.5,Harrah,OK,Oklahoma,35.51217000000001,-97.14357,134.0
15054,Oklahoma,Hartshorne,15.7,86.3,"Hartshorne, Oklahoma",74547,1384,46250,3437,12.8,Hartshorne,OK,Oklahoma,34.81483,-95.59311,37.0
15055,Oklahoma,Haskell,20.3,84.7,"Haskell, Oklahoma",74436,1745,48918,5718,14.3,Haskell,OK,Oklahoma,35.79663,-95.69674,4.0
15056,Oklahoma,Hastings,19.4,87.1,"Hastings, Oklahoma",73548,193,40441,301,3.9,Hastings,OK,Oklahoma,34.20837,-98.14658,
15057,Oklahoma,Haworth,48.8,72.7,"Haworth, Oklahoma",74740,936,35568,2289,3.4,Haworth,OK,Oklahoma,33.790490000000005,-94.59975,
15058,Oklahoma,Headrick,7.7,78.0,"Headrick, Oklahoma",73549,75,45938,212,1.5,Headrick,OK,Oklahoma,34.65091,-99.15542,
15059,Oklahoma,Healdton,15.5,84.1,"Healdton, Oklahoma",73438,1404,42885,3480,16.5,Healdton,OK,Oklahoma,34.28646,-97.49945,55.0
15060,Oklahoma,Heavener,34.3,65.0,"Heavener, Oklahoma",74937,1950,31236,5492,11.1,Heavener,OK,Oklahoma,34.82536,-94.57626,81.0
15061,Oklahoma,Helena,11,78.4,"Helena, Oklahoma",73741,299,56875,1712,5.9,Helena,OK,Oklahoma,36.55963,-98.26019,
15062,Oklahoma,Hendrix,13.4,86.4,"Hendrix, Oklahoma",74741,400,50500,997,4.7,Hendrix,OK,Oklahoma,33.77922,-96.29663,
15063,Oklahoma,Hennessey,14.6,79.8,"Hennessey, Oklahoma",73742,1463,57463,4384,6.3,Hennessey,OK,Oklahoma,36.09843,-97.93307,19.0
15064,Oklahoma,Henryetta,24.1,82.4,"Henryetta, Oklahoma",74437,3920,36911,9822,19.3,Henryetta,OK,Oklahoma,35.45456,-95.92795,205.0
15065,Oklahoma,Hillsdale,1.4,93.3,"Hillsdale, Oklahoma",73743,60,69750,119,8.5,Hillsdale,OK,Oklahoma,36.57436,-98.01411,
15066,Oklahoma,Hinton,7.7,77.4,"Hinton, Oklahoma",73047,1470,55114,5135,12.2,Hinton,OK,Oklahoma,35.45873,-98.31645,18.0
15067,Oklahoma,Hitchcock,11.3,86.7,"Hitchcock, Oklahoma",73744,92,70500,158,1.1,Hitchcock,OK,Oklahoma,35.94349000000001,-98.30381,
15068,Oklahoma,Hitchita,23.8,66.7,"Hitchita, Oklahoma",74438,45,59583,134,8.0,Hitchita,OK,Oklahoma,35.53765,-95.75535,
15069,Oklahoma,Hobart,30.5,79.9,"Hobart, Oklahoma",73651,1674,38333,3968,7.9,Hobart,OK,Oklahoma,35.01468,-99.07321,63.0
15070,Oklahoma,Holdenville,23.1,71.7,"Holdenville, Oklahoma",74848,2339,39005,7911,12.7,Holdenville,OK,Oklahoma,35.08208,-96.36399,126.0
15071,Oklahoma,Hollis,20,80.7,"Hollis, Oklahoma",73550,1020,34278,2313,4.5,Hollis,OK,Oklahoma,34.691520000000004,-99.90224,77.0
15072,Oklahoma,Hollister,54.3,81.8,"Hollister, Oklahoma",73551,21,34278,66,2.3,Hollister,OK,Oklahoma,34.35173,-98.872,
15073,Oklahoma,Hominy,22.9,86.1,"Hominy, Oklahoma",74035,1330,38214,4223,7.3,Hominy,OK,Oklahoma,36.42348,-96.38873,75.0
15074,Oklahoma,Hooker,13.6,77.1,"Hooker, Oklahoma",73945,989,51496,2884,2.9,Hooker,OK,Oklahoma,36.83331,-101.23302,17.0
15075,Oklahoma,Howe,33.3,76.9,"Howe, Oklahoma",74940,923,43160,2885,16.9,Howe,OK,Oklahoma,34.9542,-94.62581,10.0
15076,Oklahoma,Hugo,45.3,75.3,"Hugo, Oklahoma",74743,3292,29665,8397,15.0,Hugo,OK,Oklahoma,34.00828,-95.49417,213.0
15077,Oklahoma,Hulbert,24.3,80.5,"Hulbert, Oklahoma",74441,1919,42723,5855,14.9,Hulbert,OK,Oklahoma,35.97558,-95.15074,1.0
15078,Oklahoma,Hunter,5.3,89.1,"Hunter, Oklahoma",74640,114,62500,319,2.0,Hunter,OK,Oklahoma,36.55123,-97.65396,
15079,Oklahoma,Hydro,14.1,89.4,"Hydro, Oklahoma",73048,897,60924,2438,4.2,Hydro,OK,Oklahoma,35.4877,-98.55685,20.0
15080,Oklahoma,Idabel,31.3,81.9,"Idabel, Oklahoma",74745,3993,31394,9499,22.5,Idabel,OK,Oklahoma,33.86516,-94.81141,390.0
15081,Oklahoma,Indiahoma,19.1,90.0,"Indiahoma, Oklahoma",73552,524,66818,1512,5.5,Indiahoma,OK,Oklahoma,34.63298,-98.7567,
15082,Oklahoma,Indianola,0,51.5,"Indianola, Oklahoma",74442,371,44375,901,5.9,Indianola,OK,Oklahoma,35.131370000000004,-95.81577,
15083,Oklahoma,Indianola,15.7,79.5,"Indianola, Oklahoma",74442,371,44375,901,5.9,Indianola,OK,Oklahoma,35.131370000000004,-95.81577,
15084,Oklahoma,Inola,14.5,90.5,"Inola, Oklahoma",74036,2667,55981,7378,21.1,Inola,OK,Oklahoma,36.15902,-95.50724,53.0
15085,Oklahoma,Isabella,78.7,55.7,"Isabella, Oklahoma",73747,156,47500,475,2.6,Isabella,OK,Oklahoma,36.22762,-98.33229,
15086,Oklahoma,Jay,27.8,72.0,"Jay, Oklahoma",74346,2687,32880,7479,13.7,Jay,OK,Oklahoma,36.43792,-94.75038,50.0
15087,Oklahoma,Jenks,5.6,94.9,"Jenks, Oklahoma",74037,6252,84470,18419,404.9,Jenks,OK,Oklahoma,36.00186,-95.97828,311.0
15088,Oklahoma,Jennings,24.4,85.3,"Jennings, Oklahoma",74038,786,51000,2123,9.0,Jennings,OK,Oklahoma,36.15822,-96.56361,
15089,Oklahoma,Jet,20.2,96.4,"Jet, Oklahoma",73749,187,56938,414,2.2,Jet,OK,Oklahoma,36.71272,-98.15973,
15090,Oklahoma,Jones,11.1,87.0,"Jones, Oklahoma",73049,2230,61311,5858,37.2,Jones,OK,Oklahoma,35.58644,-97.30171,68.0
15091,Oklahoma,Kansas,24.6,77.9,"Kansas, Oklahoma",74347,894,34797,2927,28.5,Kansas,OK,Oklahoma,36.17716,-94.78536,
15092,Oklahoma,Kaw City,13.4,92.1,"Kaw City, Oklahoma",74641,305,50938,637,15.9,Kaw City,OK,Oklahoma,36.78922,-96.87904,1.0
15093,Oklahoma,Kellyville,21.3,81.5,"Kellyville, Oklahoma",74039,1364,45688,3769,22.3,Kellyville,OK,Oklahoma,35.89627,-96.22926,16.0
15094,Oklahoma,Kemp,19,86.1,"Kemp, Oklahoma",74747,66,22813,187,138.2,Kemp,OK,Oklahoma,33.77386,-96.35621,
15095,Oklahoma,Kenefic,3.6,81.7,"Kenefic, Oklahoma",74748,244,31806,659,6.4,Kenefic,OK,Oklahoma,34.1589,-96.44023,
15096,Oklahoma,Kenton,89.5,100.0,"Kenton, Oklahoma",73946,23,12708,56,0.1,Kenton,OK,Oklahoma,36.93133,-102.81268,
15097,Oklahoma,Keota,29.4,73.6,"Keota, Oklahoma",74941,1004,39259,2759,9.3,Keota,OK,Oklahoma,35.28548,-94.87577,
15098,Oklahoma,Ketchum,24.4,87.8,"Ketchum, Oklahoma",74349,131,26250,312,88.4,Ketchum,OK,Oklahoma,36.51767,-95.03399,
15099,Oklahoma,Keyes,9.2,86.8,"Keyes, Oklahoma",73947,162,38250,369,0.6,Keyes,OK,Oklahoma,36.81289,-102.15782,
15100,Oklahoma,Kiefer,12.3,92.2,"Kiefer, Oklahoma",74041,964,63068,2852,106.6,Kiefer,OK,Oklahoma,35.94169,-96.05454,46.0
15101,Oklahoma,Kingfisher,11.9,87.1,"Kingfisher, Oklahoma",73750,2796,64306,7485,10.2,Kingfisher,OK,Oklahoma,35.85545,-97.95233,80.0
15102,Oklahoma,Kingston,12.6,82.3,"Kingston, Oklahoma",73439,3186,44842,7610,22.3,Kingston,OK,Oklahoma,33.94554,-96.75691,3.0
15103,Oklahoma,Kinta,29.5,77.3,"Kinta, Oklahoma",74552,489,39219,1183,4.1,Kinta,OK,Oklahoma,35.12124,-95.24293,
15104,Oklahoma,Kiowa,17.5,82.1,"Kiowa, Oklahoma",74553,502,41905,1249,7.3,Kiowa,OK,Oklahoma,34.712070000000004,-95.91383,24.0
15105,Oklahoma,Konawa,23.4,80.6,"Konawa, Oklahoma",74849,1141,36594,3061,9.8,Konawa,OK,Oklahoma,34.98447,-96.73767,5.0
15106,Oklahoma,Krebs,13.9,88.0,"Krebs, Oklahoma",74554,780,40170,1738,141.7,Krebs,OK,Oklahoma,34.9233,-95.71066,61.0
15107,Oklahoma,Kremlin,3.9,91.0,"Kremlin, Oklahoma",73753,151,45208,414,2.8,Kremlin,OK,Oklahoma,36.55169,-97.85715,
15108,Oklahoma,Lahoma,13.9,94.4,"Lahoma, Oklahoma",73754,438,60341,1060,11.4,Lahoma,OK,Oklahoma,36.39685,-98.09097,3.0
15109,Oklahoma,Lamar,16.5,91.7,"Lamar, Oklahoma",74850,117,46458,327,1.9,Lamar,OK,Oklahoma,35.11314,-96.09218,
15110,Oklahoma,Lamont,17,93.4,"Lamont, Oklahoma",74643,178,56538,440,2.2,Lamont,OK,Oklahoma,36.67087,-97.55558,18.0
15111,Oklahoma,Lane,30,83.6,"Lane, Oklahoma",74555,316,38750,735,5.1,Lane,OK,Oklahoma,34.259640000000005,-95.95486,
15112,Oklahoma,Langley,26,85.5,"Langley, Oklahoma",74350,315,33750,748,56.2,Langley,OK,Oklahoma,36.46623,-95.05123,
15113,Oklahoma,Langston,27.2,93.7,"Langston, Oklahoma",73050,39,61311,958,329.4,Langston,OK,Oklahoma,35.93863,-97.2638,
15114,Oklahoma,Laverne,19.6,66.8,"Laverne, Oklahoma",73848,777,62202,2408,1.4,Laverne,OK,Oklahoma,36.65399,-100.00722,
15115,Oklahoma,Lawton,19.2,89.2,"Lawton, Oklahoma",73501,7042,34682,20617,68.9,Lawton,OK,Oklahoma,34.56071,-98.28815,
15116,Oklahoma,Lawton,19.2,89.2,"Lawton, Oklahoma",73505,18690,50434,48713,347.9,Lawton,OK,Oklahoma,34.57886,-98.47856,
15117,Oklahoma,Lawton,19.2,89.2,"Lawton, Oklahoma",73507,8645,47507,22480,43.2,Lawton,OK,Oklahoma,34.76072,-98.54669,
15118,Oklahoma,Lebanon,5.9,89.1,"Lebanon, Oklahoma",73440,155,33281,284,12.9,Lebanon,OK,Oklahoma,33.98073,-96.89988,
15119,Oklahoma,Leedey,17,93.1,"Leedey, Oklahoma",73654,268,58000,846,1.0,Leedey,OK,Oklahoma,35.85941,-99.37032,
15120,Oklahoma,Lehigh,10.8,80.9,"Lehigh, Oklahoma",74556,147,46339,359,10.4,Lehigh,OK,Oklahoma,34.46698,-96.18194,
15121,Oklahoma,Lenapah,30,91.8,"Lenapah, Oklahoma",74042,166,32500,402,3.7,Lenapah,OK,Oklahoma,36.86884000000001,-95.57559,
15122,Oklahoma,Leon,22.7,84.3,"Leon, Oklahoma",73441,65,16563,165,17.3,Leon,OK,Oklahoma,33.90457,-97.43061,
15123,Oklahoma,Lequire,15.6,68.9,"Lequire, Oklahoma",74943,44,38333,162,3.2,Lequire,OK,Oklahoma,35.08198,-95.07577,
15124,Oklahoma,Lexington,14.9,79.6,"Lexington, Oklahoma",73051,2867,50293,10399,30.9,Lexington,OK,Oklahoma,35.03324,-97.24584,58.0
15125,Oklahoma,Lindsay,11.9,85.5,"Lindsay, Oklahoma",73052,2609,44896,6673,11.8,Lindsay,OK,Oklahoma,34.831520000000005,-97.59585,97.0
15126,Oklahoma,Loco,16,78.5,"Loco, Oklahoma",73442,153,55625,413,2.1,Loco,OK,Oklahoma,34.32649,-97.6718,
15127,Oklahoma,Locust Grove,32.4,79.4,"Locust Grove, Oklahoma",74352,2455,36619,6756,20.1,Locust Grove,OK,Oklahoma,36.14175,-95.18108,17.0
15128,Oklahoma,Lone Grove,14.9,87.7,"Lone Grove, Oklahoma",73443,1448,42250,3885,26.3,Lone Grove,OK,Oklahoma,34.16437,-97.29622,157.0
15129,Oklahoma,Lone Wolf,13.1,87.9,"Lone Wolf, Oklahoma",73655,332,44091,827,2.1,Lone Wolf,OK,Oklahoma,34.98007,-99.25964,
15130,Oklahoma,Longdale,48,82.5,"Longdale, Oklahoma",73755,427,35843,820,4.7,Longdale,OK,Oklahoma,36.13482,-98.57157,
15131,Oklahoma,Lookeba,17.9,68.7,"Lookeba, Oklahoma",73053,279,56250,757,3.8,Lookeba,OK,Oklahoma,35.36206,-98.4141,
15132,Oklahoma,Loveland,0,100.0,"Loveland, Oklahoma",73553,33,113750,71,0.4,Loveland,OK,Oklahoma,34.32621,-98.72944,
15133,Oklahoma,Loyal,0,93.0,"Loyal, Oklahoma",73756,100,93333,349,1.7,Loyal,OK,Oklahoma,35.98171,-98.1303,
15134,Oklahoma,Lucien,0,93.7,"Lucien, Oklahoma",73757,85,93333,233,2.0,Lucien,OK,Oklahoma,36.28736,-97.45642,
15135,Oklahoma,Luther,8.5,88.1,"Luther, Oklahoma",73054,1440,51582,4271,17.7,Luther,OK,Oklahoma,35.67305,-97.19165,31.0
15136,Oklahoma,Macomb,16,44.4,"Macomb, Oklahoma",74852,554,40667,1406,7.2,Macomb,OK,Oklahoma,35.12578,-97.00984,
15137,Oklahoma,Madill,14.5,71.9,"Madill, Oklahoma",73446,2900,47806,8482,13.5,Madill,OK,Oklahoma,34.08956,-96.77795,157.0
15138,Oklahoma,Manchester,8.8,93.3,"Manchester, Oklahoma",73758,40,93333,93,0.8,Manchester,OK,Oklahoma,36.94519,-98.0798,
15139,Oklahoma,Mangum,20.7,85.2,"Mangum, Oklahoma",73554,1344,33765,3326,3.4,Mangum,OK,Oklahoma,34.89055,-99.62,35.0
15140,Oklahoma,Manitou,32.8,78.8,"Manitou, Oklahoma",73555,76,36458,160,4.2,Manitou,OK,Oklahoma,34.50175,-98.96299,
15141,Oklahoma,Mannford,14.7,90.9,"Mannford, Oklahoma",74044,2742,48873,7354,35.3,Mannford,OK,Oklahoma,36.09463,-96.38258,42.0
15142,Oklahoma,Mannsville,17.8,80.8,"Mannsville, Oklahoma",73447,441,46705,1319,5.1,Mannsville,OK,Oklahoma,34.2461,-96.85818,
15143,Oklahoma,Maramec,6,77.3,"Maramec, Oklahoma",74045,133,39464,352,2.7,Maramec,OK,Oklahoma,36.22337,-96.70738,
15144,Oklahoma,Marble City,42.2,71.3,"Marble City, Oklahoma",74945,167,31964,447,7.8,Marble City,OK,Oklahoma,35.59723,-94.80934,
15145,Oklahoma,Marietta,16.3,90.3,"Marietta, Oklahoma",73448,1926,47656,6295,10.4,Marietta,OK,Oklahoma,33.94685,-97.10751,67.0
15146,Oklahoma,Marietta,21.8,80.2,"Marietta, Oklahoma",73448,1926,47656,6295,10.4,Marietta,OK,Oklahoma,33.94685,-97.10751,67.0
15147,Oklahoma,Marland,25.8,66.5,"Marland, Oklahoma",74644,205,46250,528,2.4,Marland,OK,Oklahoma,36.55599,-97.10985,
15148,Oklahoma,Marlow,20,84.4,"Marlow, Oklahoma",73055,3942,51031,10034,15.2,Marlow,OK,Oklahoma,34.6457,-97.91351,107.0
15149,Oklahoma,Marshall,17.6,77.3,"Marshall, Oklahoma",73056,158,61136,346,1.5,Marshall,OK,Oklahoma,36.17069,-97.6241,
15150,Oklahoma,Martha,21.6,85.1,"Martha, Oklahoma",73556,62,37500,133,44.5,Martha,OK,Oklahoma,34.73015,-99.38406,
15151,Oklahoma,Maud,23.8,85.5,"Maud, Oklahoma",74854,685,46066,1983,9.5,Maud,OK,Oklahoma,35.10615,-96.74676,
15152,Oklahoma,May,18.1,100.0,"May, Oklahoma",73851,47,62202,150,0.6,May,OK,Oklahoma,36.59141,-99.8065,
15153,Oklahoma,Maysville,21,80.9,"Maysville, Oklahoma",73057,930,41083,2282,10.5,Maysville,OK,Oklahoma,34.833040000000004,-97.43161,19.0
15154,Oklahoma,Mead,15.7,85.0,"Mead, Oklahoma",73449,1102,48450,3106,30.7,Mead,OK,Oklahoma,34.00002,-96.53768,
15155,Oklahoma,Medford,11.2,89.3,"Medford, Oklahoma",73759,686,61667,1565,1.5,Medford,OK,Oklahoma,36.8589,-97.71492,
15156,Oklahoma,Medicine Park,7,96.8,"Medicine Park, Oklahoma",73557,181,73750,394,70.7,Medicine Park,OK,Oklahoma,34.72967,-98.48945,6.0
15157,Oklahoma,Meeker,15.4,84.1,"Meeker, Oklahoma",74855,1863,48859,4720,16.7,Meeker,OK,Oklahoma,35.51676,-96.90011,44.0
15158,Oklahoma,Meno,9.6,78.9,"Meno, Oklahoma",73760,147,43125,341,3.0,Meno,OK,Oklahoma,36.3736,-98.16086,
15159,Oklahoma,Meridian,22.6,100.0,"Meridian, Oklahoma",73058,83,78750,193,3.1,Meridian,OK,Oklahoma,35.82062,-97.21827,
15160,Oklahoma,Meridian,7.6,85.6,"Meridian, Oklahoma",73058,83,78750,193,3.1,Meridian,OK,Oklahoma,35.82062,-97.21827,
15161,Oklahoma,Miami,24.7,84.5,"Miami, Oklahoma",74354,6930,38953,17926,38.7,Miami,OK,Oklahoma,36.88592,-94.88268,181.0
15162,Oklahoma,Milburn,19.3,81.8,"Milburn, Oklahoma",73450,492,47000,1344,5.1,Milburn,OK,Oklahoma,34.262440000000005,-96.53518,
15163,Oklahoma,Mill Creek,14.3,71.2,"Mill Creek, Oklahoma",74856,321,44766,818,2.4,Mill Creek,OK,Oklahoma,34.41254,-96.81973,
15164,Oklahoma,Millerton,27.3,82.1,"Millerton, Oklahoma",74750,137,28472,318,27.3,Millerton,OK,Oklahoma,33.96847,-95.02067,
15165,Oklahoma,Minco,10.4,87.9,"Minco, Oklahoma",73059,1107,53125,2916,6.7,Minco,OK,Oklahoma,35.31890999999999,-98.04738,9.0
15166,Oklahoma,Moffett,31,67.8,"Moffett, Oklahoma",74946,57,24219,136,16.3,Moffett,OK,Oklahoma,35.3917,-94.45244,
15167,Oklahoma,Mooreland,15.9,91.9,"Mooreland, Oklahoma",73852,951,63102,2351,1.9,Mooreland,OK,Oklahoma,36.4816,-99.11652,4.0
15168,Oklahoma,Morris,21.6,90.2,"Morris, Oklahoma",74445,1220,46218,2963,15.2,Morris,OK,Oklahoma,35.6281,-95.82586,19.0
15169,Oklahoma,Morrison,18.5,76.4,"Morrison, Oklahoma",73061,632,67059,1659,5.5,Morrison,OK,Oklahoma,36.34882,-97.00648,
15170,Oklahoma,Mounds,26.2,89.3,"Mounds, Oklahoma",74047,2493,48105,7317,27.8,Mounds,OK,Oklahoma,35.85507,-96.01412,22.0
15171,Oklahoma,Mountain Park,30.1,87.6,"Mountain Park, Oklahoma",73559,222,38864,539,2.0,Mountain Park,OK,Oklahoma,34.72772,-98.96374,
15172,Oklahoma,Mountain View,19.4,84.2,"Mountain View, Oklahoma",73062,594,31970,1296,2.1,Mountain View,OK,Oklahoma,35.04518,-98.74384,7.0
15173,Oklahoma,Muldrow,29.7,80.6,"Muldrow, Oklahoma",74948,4331,39164,11862,22.6,Muldrow,OK,Oklahoma,35.46558,-94.56102,141.0
15174,Oklahoma,Mulhall,25,87.2,"Mulhall, Oklahoma",73063,245,45417,623,2.5,Mulhall,OK,Oklahoma,36.05348,-97.42387,
15175,Oklahoma,Muskogee,24.8,84.7,"Muskogee, Oklahoma",74401,6481,34164,15972,55.8,Muskogee,OK,Oklahoma,35.72182,-95.46534,
15176,Oklahoma,Muskogee,24.8,84.7,"Muskogee, Oklahoma",74403,12001,42758,30573,104.2,Muskogee,OK,Oklahoma,35.67168,-95.30677,
15177,Oklahoma,Mustang,5.3,92.7,"Mustang, Oklahoma",73064,8079,72325,23526,157.4,Mustang,OK,Oklahoma,35.37519,-97.74554,267.0
15178,Oklahoma,Mutual,29.5,81.6,"Mutual, Oklahoma",73853,238,74167,657,1.1,Mutual,OK,Oklahoma,36.23954000000001,-99.14684,
15179,Oklahoma,Nardin,0,100.0,"Nardin, Oklahoma",74646,83,40721,228,1.6,Nardin,OK,Oklahoma,36.82618,-97.44102,
15180,Oklahoma,Nash,3.9,99.5,"Nash, Oklahoma",73761,175,68594,350,1.5,Nash,OK,Oklahoma,36.68395,-98.03854,
15181,Oklahoma,Newcastle,3.8,91.8,"Newcastle, Oklahoma",73065,2996,74231,8404,49.3,Newcastle,OK,Oklahoma,35.25213,-97.61211,202.0
15182,Oklahoma,Newkirk,20,85.4,"Newkirk, Oklahoma",74647,1409,43799,3586,4.8,Newkirk,OK,Oklahoma,36.91233,-96.98528,25.0
15183,Oklahoma,Nicoma Park,9.7,88.0,"Nicoma Park, Oklahoma",73066,122,33250,330,193.7,Nicoma Park,OK,Oklahoma,35.50019,-97.3275,99.0
15184,Oklahoma,Ninnekah,9.2,92.7,"Ninnekah, Oklahoma",73067,876,60000,2336,6.7,Ninnekah,OK,Oklahoma,34.90313,-97.90822,1.0
15185,Oklahoma,Noble,10.8,88.8,"Noble, Oklahoma",73068,4415,55399,12458,71.7,Noble,OK,Oklahoma,35.13905,-97.28282,117.0
15186,Oklahoma,Norman,18.2,92.6,"Norman, Oklahoma",73019,0,43893,0,0.0,Norman,OK,Oklahoma,35.20599,-97.44355,
15187,Oklahoma,Norman,18.2,92.6,"Norman, Oklahoma",73026,3890,73799,10338,37.6,Norman,OK,Oklahoma,35.2343,-97.27913,
15188,Oklahoma,Norman,18.2,92.6,"Norman, Oklahoma",73069,10044,46304,24416,582.0,Norman,OK,Oklahoma,35.24959000000001,-97.46293,
15189,Oklahoma,Norman,18.2,92.6,"Norman, Oklahoma",73071,16297,48414,42656,581.4,Norman,OK,Oklahoma,35.23899,-97.41142,
15190,Oklahoma,Norman,18.2,92.6,"Norman, Oklahoma",73072,16827,63640,46675,313.6,Norman,OK,Oklahoma,35.20827,-97.50317,
15191,Oklahoma,North Miami,26.2,79.2,"North Miami, Oklahoma",74358,87,35179,245,840.8,North Miami,OK,Oklahoma,36.91785,-94.8806,
15192,Oklahoma,Nowata,24.5,81.7,"Nowata, Oklahoma",74048,2389,40141,6213,11.3,Nowata,OK,Oklahoma,36.69189,-95.65218,98.0
15193,Oklahoma,Oakhurst,16.4,82.8,"Oakhurst, Oklahoma",74050,148,31591,356,511.2,Oakhurst,OK,Oklahoma,36.07281,-96.06463,
15194,Oklahoma,Oaks,30.5,84.2,"Oaks, Oklahoma",74359,186,38571,552,27.0,Oaks,OK,Oklahoma,36.17696,-94.82619,
15195,Oklahoma,Oakwood,0,87.0,"Oakwood, Oklahoma",73658,73,79583,222,1.2,Oakwood,OK,Oklahoma,35.94782,-98.73351,
15196,Oklahoma,Ochelata,13.4,93.7,"Ochelata, Oklahoma",74051,719,51738,2027,21.8,Ochelata,OK,Oklahoma,36.60996,-95.96602,
15197,Oklahoma,Oilton,14.7,84.2,"Oilton, Oklahoma",74052,439,33839,1019,31.3,Oilton,OK,Oklahoma,36.08466,-96.57996,22.0
15198,Oklahoma,Okarche,10.3,95.8,"Okarche, Oklahoma",73762,744,68836,2142,4.4,Okarche,OK,Oklahoma,35.71322,-97.968,
15199,Oklahoma,Okay,23.3,82.3,"Okay, Oklahoma",74446,203,35083,462,211.8,Okay,OK,Oklahoma,35.84852,-95.31626,
15200,Oklahoma,Okeene,16,80.3,"Okeene, Oklahoma",73763,798,44118,1589,3.1,Okeene,OK,Oklahoma,36.09967,-98.32461,
15201,Oklahoma,Okemah,35.3,75.5,"Okemah, Oklahoma",74859,2225,36387,6032,8.0,Okemah,OK,Oklahoma,35.46302,-96.31759,157.0
15202,Oklahoma,Oklahoma City,17.1,85.6,"Oklahoma City, Oklahoma",73102,1117,48869,4996,1879.3,Oklahoma City,OK,Oklahoma,35.47077,-97.51894,
