,townstate,poverty,med_income,hs_completion,n_households,population,density,crime_rate,property_crime,violent_crime,students_per_teacher,gini,lat,lng,unemployment_rate,home_price,crime_rate_pc,vcrime_rate_pc,pcrime_rate_pc,people_per_household,state
3892,"Pontiac, Illinois",19.8,50859.0,84.1,5230,14026,34.3,248.0,222.0,26.0,19.428571428571427,0.4613498953178414,40.88228,-88.62818,4.587610195477113,98687.0,0.01768144873805789,0.0018537002709254242,0.015827748467132467,2.681835564053537,Illinois
3893,"Pooler, Georgia",6.9,77047.0,92.4,9418,25459,280.3,751.0,699.0,52.0,17.25,0.5016,32.10966,-81.25389,5.9,193372.0,0.02949840920696021,0.0020424997054086964,0.027455909501551513,2.7032278615417287,Georgia
3894,"Poplarville, Mississippi",21.6,41327.0,87.0,4524,11799,11.5,67.0,63.0,4.0,15.5,0.4613498953178414,30.81362,-89.57353,4.587610195477113,132149.0,0.00567844732604458,0.0003390117806593779,0.005339435545385202,2.6080901856763927,Mississippi
3895,"Poquoson, Virginia",4.9,88442.0,95.9,4560,11990,306.2,191.0,171.0,20.0,14.75,0.4613498953178414,37.131809999999994,-76.35673,4.587610195477113,324794.0,0.015929941618015014,0.0016680567139282735,0.014261884904086738,2.629385964912281,Virginia
3896,"Port Allen, Louisiana",24.5,57035.0,82.4,5786,15708,40.0,115.0,96.0,19.0,9.833333333333334,0.4613498953178414,30.4741,-91.32295,4.587610195477113,152006.0,0.007321110262286733,0.0012095747389865037,0.006111535523300229,2.714828897338403,Louisiana
3897,"Port Angeles, Washington",23.3,50465.5,88.7,15834,37823,23.650000000000002,1093.0,982.0,111.0,20.5,0.4356,47.997385,-123.61857499999999,4.1,251105.0,0.028897760621843852,0.002934722258942971,0.02596303836290088,2.3887204749273714,Washington
3898,"Port Aransas, Texas",10.0,53113.0,98.1,1993,4174,83.1,447.0,430.0,17.0,11.666666666666664,0.4609,27.770809999999997,-97.12146,4.9,322413.0,0.10709151892668903,0.004072831816003833,0.1030186871106852,2.0943301555444056,Texas
3899,"Port Clinton, Ohio",12.3,49910.0,89.3,6201,13674,113.7,183.0,170.0,13.0,16.0,0.4613498953178414,41.51511,-82.96693,4.587610195477113,167533.0,0.01338306274681878,0.0009507093754570718,0.012432353371361709,2.2051282051282053,Ohio
3900,"Port Deposit, Maryland",14.0,81783.0,80.9,2363,7005,117.7,38.0,36.0,2.0,13.0,0.4,39.62315,-76.07802,5.6,255855.0,0.00542469664525339,0.00028551034975017847,0.005139186295503212,2.9644519678374945,Maryland
3901,"Port Gibson, Mississippi",47.8,25065.0,80.7,2173,5730,10.1,16.0,16.0,0.0,31.75,0.4613498953178414,31.996709999999997,-90.98385999999999,4.587610195477113,52243.0,0.002792321116928447,0.0,0.002792321116928447,2.6369075011504832,Mississippi
3902,"Port Hueneme, California",11.9,62032.0,80.7,7127,24506,822.2,464.0,399.0,65.0,23.25,0.4458,34.13102,-119.14668,4.0,415750.0,0.018934138578307353,0.0026524116542887455,0.016281726924018608,3.4384734109723585,California
3903,"Port Huron, Michigan",25.4,40061.0,87.3,16393,39537,756.0,1029.0,749.0,280.0,20.9,0.4372,42.97864000000001,-82.46271,6.1,95615.0,0.026026253888762424,0.007081973847282292,0.018944280041480133,2.4118221191972182,Michigan
3904,"Port Isabel, Texas",30.1,36191.0,73.5,4373,11677,80.7,277.0,237.0,40.0,16.5,0.4708,26.053079999999998,-97.31838,4.8,153690.0,0.023721846364648455,0.003425537381176672,0.020296308983471782,2.67024925680311,Texas
3905,"Port Jervis, New York",18.0,52333.0,84.4,5389,14757,161.8,214.0,193.0,21.0,12.666666666666664,0.4547,41.3744,-74.62464,3.5,146729.0,0.014501592464593075,0.0014230534661516568,0.013078538998441417,2.7383559101874186,New York
3906,"Port Lavaca, Texas",18.8,59675.0,80.0,6205,17648,19.4,541.0,429.0,112.0,14.8,0.4613498953178414,28.6023,-96.60786,4.587610195477113,129822.0,0.03065503173164098,0.006346328195829556,0.024308703535811424,2.844157937147462,Texas
3907,"Port Neches, Texas",10.9,61976.0,91.9,5090,12853,406.8,225.0,174.0,51.0,13.714285714285715,0.5048,29.985059999999997,-93.95606,3.8,166807.0,0.017505640706449856,0.003967945226795301,0.013537695479654555,2.525147347740668,Texas
3908,"Port Orchard, Washington",13.1,68611.5,91.1,23149,62755,351.85,849.0,790.0,59.0,21.25,0.4216,47.501115,-122.634825,4.2,342621.0,0.0135288024858577,0.0009401641303481795,0.01258863835550952,2.7109162382824312,Washington
3909,"Port Orford, Oregon",33.7,32200.0,90.3,1166,2003,9.0,59.0,57.0,2.0,27.0,0.4613498953178414,42.75418,-124.38224,4.587610195477113,230863.0,0.02945581627558662,0.000998502246630055,0.028457314028956564,1.7178387650085762,Oregon
3910,"Port Richey, Florida",18.5,35298.0,86.8,18998,47309,1059.9,176.0,171.0,5.0,29.5,0.4467,28.30188,-82.70517,5.4,118044.0,0.0037202223678369866,0.0001056881354499144,0.0036145342323870722,2.4902094957363934,Florida
3911,"Port Royal, South Carolina",16.0,45750.0,94.0,1815,3928,620.1,313.0,281.0,32.0,9.0,0.4743,32.38324,-80.69508,2.1,171633.0,0.07968431771894094,0.008146639511201629,0.0715376782077393,2.1641873278236914,South Carolina
3912,"Port Townsend, Washington",13.4,52410.0,97.0,7175,15848,107.0,330.0,306.0,24.0,19.5,0.4613498953178414,48.04272,-122.84534,4.587610195477113,395339.0,0.02082281675921252,0.001514386673397274,0.019308430085815245,2.2087804878048782,Washington
3913,"Port Washington, New York",2.3,112567.0,93.0,10981,30132,1166.1,102.0,95.0,7.0,11.0,0.4525,40.83848,-73.69071,2.9,918610.0,0.0033851055356431702,0.00023231116421080578,0.0031527943714323645,2.744012385028686,New York
3914,"Port Washington, Wisconsin",7.0,64446.0,95.4,5408,12953,165.1,107.0,86.0,21.0,15.5,0.477,43.42621,-87.88361,3.1,216931.0,0.008260634602022697,0.0016212460433876323,0.006639388558635065,2.395155325443787,Wisconsin
3915,"Port Wentworth, Georgia",3.2,84895.0,95.4,4742,12808,97.3,137.0,124.0,13.0,18.0,0.5016,32.1857,-81.19255,5.9,159845.0,0.010696439725171768,0.0010149906308557152,0.009681449094316053,2.700970054829186,Georgia
3916,"Portage, Indiana",17.2,55583.0,88.3,15131,38715,570.0,766.0,714.0,52.0,17.6,0.4213,41.58677,-87.18036,3.3,164792.0,0.01978561281157174,0.0013431486503939043,0.018442464161177837,2.558654418082083,Indiana
3917,"Portage, Wisconsin",15.0,49606.0,90.6,6070,14703,39.3,251.0,229.0,22.0,17.666666666666668,0.4613498953178414,43.55707,-89.48645,4.587610195477113,150899.0,0.017071345983812828,0.0014962932734816025,0.015575052710331225,2.4222405271828666,Wisconsin
3918,"Portageville, Missouri",27.3,34936.0,72.7,1920,4654,9.5,14.0,14.0,0.0,14.666666666666664,0.4613498953178414,36.42373,-89.67056,4.587610195477113,78564.0,0.0030081650193382035,0.0,0.0030081650193382035,2.423958333333333,Missouri
3919,"Portal, Georgia",35.5,30918.0,70.7,872,2192,20.1,0.0,0.0,0.0,14.5,0.4554,32.56015,-81.93384,5.7,99170.0,0.0,0.0,0.0,2.5137614678899083,Georgia
3920,"Portales, New Mexico",30.9,35388.0,81.0,6651,17696,11.5,522.0,472.0,50.0,14.5,0.4613498953178414,34.13552,-103.31045999999999,4.587610195477113,111238.0,0.029498191681735987,0.002825497287522604,0.02667269439421338,2.660652533453616,New Mexico
3921,"Portland, Indiana",19.9,45605.0,79.1,4898,12336,21.6,93.0,81.0,12.0,16.2,0.4613498953178414,40.41856,-84.96003,4.587610195477113,86949.0,0.007538910505836576,0.0009727626459143969,0.006566147859922179,2.518579011841568,Indiana
3922,"Portland, Michigan",7.0,72235.0,92.6,3788,10482,45.6,30.0,26.0,4.0,19.5,0.4613498953178414,42.85933,-84.92965,4.587610195477113,153672.0,0.0028620492272467086,0.00038160656363289447,0.0024804426636138143,2.767159450897571,Michigan
3923,"Portland, Tennessee",16.6,51754.0,82.7,8323,23982,63.1,323.0,278.0,45.0,14.142857142857142,0.4448,36.57394,-86.50187,2.5,176873.0,0.01346843465932783,0.0018764073054791093,0.01159202735384872,2.881412952060555,Tennessee
3924,"Portland, Texas",4.8,64057.0,89.3,6141,17885,135.0,560.0,539.0,21.0,16.5,0.4329,27.89798,-97.37805,5.2,211492.0,0.03131115459882583,0.0011741682974559687,0.030136986301369864,2.912392118547468,Texas
3925,"Portsmouth, New Hampshire",6.9,73561.0,95.6,10497,22576,349.7,404.0,366.0,38.0,10.166666666666666,0.4282,43.07292,-70.8052,2.7,468348.0,0.017895109851169384,0.0016832034018426647,0.01621190644932672,2.1507097265885493,New Hampshire
3926,"Porum, Oklahoma",35.4,35869.0,74.6,1315,3093,10.7,3.0,3.0,0.0,6.5,0.4636,35.3619,-95.26371,3.7,84755.0,0.0009699321047526673,0.0,0.0009699321047526673,2.352091254752852,Oklahoma
3927,"Post Falls, Idaho",14.1,51849.0,92.2,15367,40905,191.7,830.0,759.0,71.0,20.9,0.4515,47.71875,-116.97292,3.0,273466.0,0.020290917980686957,0.0017357291284684025,0.018555188852218556,2.661872844406846,Idaho
3928,"Poteau, Oklahoma",23.8,42123.0,82.3,4404,12052,32.7,612.0,560.0,52.0,17.75,0.4613498953178414,35.04469,-94.60701999999999,4.587610195477113,92440.0,0.050779953534683044,0.00431463657484235,0.04646531695984069,2.7366030881017256,Oklahoma
3929,"Poteet, Texas",23.2,49670.0,66.1,3117,10735,25.1,145.0,140.0,5.0,14.0,0.4613498953178414,29.07762,-98.63983,4.587610195477113,122352.0,0.01350721937587331,0.0004657661853749418,0.01304145319049837,3.4440166827077316,Texas
3930,"Poth, Texas",14.5,67067.0,81.0,659,2151,213.9,14.0,13.0,1.0,12.333333333333336,0.4613498953178414,29.07378,-98.08017,4.587610195477113,148638.0,0.006508600650860065,0.00046490004649000463,0.00604370060437006,3.2640364188163886,Texas
3931,"Potosi, Missouri",25.7,37366.0,67.9,3405,9076,11.7,198.0,193.0,5.0,13.0,0.4613498953178414,37.91252,-90.91973,4.587610195477113,96092.0,0.021815777875716175,0.0005509034817100044,0.02126487439400617,2.6654919236417034,Missouri
3932,"Potterville, Michigan",12.1,58891.0,89.5,1573,4082,112.0,8.0,7.0,1.0,14.75,0.4216,42.64557,-84.73571,4.4,153165.0,0.0019598236158745713,0.0002449779519843214,0.0017148456638902498,2.5950413223140494,Michigan
3933,"Pottsboro, Texas",12.2,55267.0,96.6,3043,7847,57.3,10.0,8.0,2.0,17.0,0.4405,33.79472,-96.72168,4.7,192924.0,0.0012743723716069836,0.0002548744743213967,0.0010194978972855868,2.5787052251068023,Texas
3934,"Pottsville, Arkansas",10.4,42458.0,87.5,1551,4239,48.8,54.0,43.0,11.0,13.25,0.4613498953178414,35.23088,-93.0423,4.587610195477113,129236.0,0.012738853503184714,0.0025949516395376267,0.010143901863647086,2.733075435203095,Arkansas
3935,"Pottsville, Pennsylvania",11.6,45066.0,89.6,9822,23126,118.7,361.0,315.0,46.0,16.0,0.4547,40.69363,-76.2552,5.5,74031.0,0.015610135777912306,0.0019891031739168036,0.013621032603995503,2.3545102830380777,Pennsylvania
3936,"Poughkeepsie, New York",22.4,62021.0,81.7,31516,84128,701.15,833.0,599.0,234.0,14.9375,0.4494,41.6909,-73.88856,4.4,228590.0,0.009901578546976037,0.0027814758463294027,0.007120102700646633,2.669374286076913,New York
3937,"Poulsbo, Washington",7.6,76055.0,94.2,11972,31206,201.4,313.0,294.0,19.0,19.33333333333333,0.4216,47.75101,-122.62291,4.2,426128.0,0.010030122412356597,0.0006088572710376209,0.009421265141318977,2.6065820247243567,Washington
3938,"Pound, Virginia",22.8,38603.0,82.4,1833,5366,26.5,15.0,13.0,2.0,14.0,0.4613498953178414,37.10261,-82.6184,4.587610195477113,71188.0,0.002795378307864331,0.0003727171077152441,0.002422661200149087,2.927441352973268,Virginia
3939,"Poway, California",6.7,102292.0,92.1,15811,49933,451.6,520.0,455.0,65.0,24.9,0.4631,32.98404,-117.01933000000001,5.0,725196.0,0.010413954699297057,0.0013017443374121322,0.009112210361884926,3.1581177661122,California
3940,"Powder Springs, Georgia",13.9,76150.0,91.4,21659,67688,458.9,320.0,268.0,52.0,15.769230769230768,0.4425,33.87477,-84.69609,3.3,208221.0,0.0047275735728637275,0.0007682307055903557,0.003959342867273372,3.1251673669144466,Georgia
3941,"Powderly, Kentucky",16.5,38295.0,78.1,287,796,244.0,10.0,10.0,0.0,12.5,0.4613498953178414,37.2393,-87.16001999999996,4.587610195477113,67288.0,0.01256281407035176,0.0,0.01256281407035176,2.773519163763066,Kentucky
3942,"Powell, Ohio",1.0,122555.0,99.7,14871,42782,519.1,106.0,106.0,0.0,16.454545454545453,0.418,40.17762000000001,-83.09366,2.6,362277.0,0.002477677527932308,0.0,0.002477677527932308,2.8768744536345907,Ohio
3943,"Powell, Wyoming",12.4,60199.0,93.7,4589,12004,5.4,165.0,152.0,13.0,14.428571428571427,0.4613498953178414,44.82007,-108.93823,4.587610195477113,238948.0,0.013745418193935354,0.0010829723425524824,0.012662445851382872,2.6158204401830463,Wyoming
3944,"Prague, Oklahoma",13.8,52064.0,87.7,1953,5149,18.0,54.0,46.0,8.0,13.6,0.4613498953178414,35.4895,-96.70259,4.587610195477113,91801.0,0.01048747329578559,0.001553699747523791,0.008933773548261798,2.636456733230927,Oklahoma
3945,"Prairie City, Iowa",8.2,74231.0,94.7,1004,2930,13.4,56.0,54.0,2.0,13.0,0.4613498953178414,41.5787,-93.24226,4.587610195477113,147026.0,0.01911262798634812,0.0006825938566552901,0.018430034129692834,2.9183266932270917,Iowa
3946,"Prairie City, Oregon",22.7,41667.0,92.8,388,833,1.3,12.0,12.0,0.0,12.0,0.4613498953178414,44.40194,-118.62057,4.587610195477113,120032.0,0.014405762304921969,0.0,0.014405762304921969,2.1469072164948453,Oregon
3947,"Prairie Grove, Arkansas",6.3,62470.0,92.5,3354,9368,34.2,142.0,126.0,16.0,15.666666666666664,0.494,35.93132,-94.32681,2.8,164598.0,0.01515798462852263,0.0017079419299743809,0.01345004269854825,2.793082886106142,Arkansas
3948,"Prairie View, Texas",57.1,20083.0,79.3,584,6116,306.9,41.0,34.0,7.0,15.0,0.4613498953178414,30.0868,-95.99048,4.587610195477113,106210.0,0.006703727926749509,0.001144538914323087,0.005559189012426423,10.472602739726028,Texas
3949,"Prairie Village, Kansas",3.8,91434.0,98.9,9104,21294,1241.6,233.0,222.0,11.0,17.5,0.4588,38.99923,-94.62965,2.2,314718.0,0.010942049403587865,0.0005165774396543628,0.010425471963933503,2.3389718804920916,Kansas
3950,"Pratt, Kansas",12.9,52515.0,90.8,3131,7993,11.5,323.0,313.0,10.0,14.2,0.4613498953178414,37.63357,-98.77254,4.587610195477113,79374.0,0.04041035906418116,0.0012510947078693856,0.03915926435631177,2.5528585116576172,Kansas
3951,"Premont, Texas",35.4,36993.0,62.2,1020,2956,12.6,97.0,62.0,35.0,12.5,0.4613498953178414,27.394479999999998,-98.14464,4.587610195477113,89397.0,0.032814614343707714,0.011840324763193504,0.02097428958051421,2.8980392156862744,Texas
3952,"Prescott Valley, Arizona",15.0,49379.0,87.2,17668,46608,114.85000000000001,1072.0,994.0,78.0,21.0,0.4531,34.66471,-112.28811999999999,5.8,300074.0,0.023000343288705802,0.0016735324407826982,0.021326810847923105,2.637989585691646,Arizona
3953,"Prescott, Arizona",13.9,53342.333333333336,94.3,26061,58317,104.06666666666665,1094.0,924.0,170.0,19.25,0.4531,34.63094,-112.61093,5.8,370839.3333333333,0.018759538385033525,0.0029151019428297065,0.01584443644220382,2.2377115229653506,Arizona
3954,"Prescott, Arkansas",34.9,36858.0,88.1,1916,4851,8.4,147.0,135.0,12.0,13.0,0.4613498953178414,33.80573,-93.34536999999999,4.587610195477113,40841.0,0.030303030303030304,0.0024737167594310453,0.027829313543599257,2.5318371607515657,Arkansas
3955,"Prescott, Wisconsin",7.0,83858.0,96.0,2514,6617,57.4,40.0,27.0,13.0,18.75,0.4613498953178414,44.73898,-92.70966999999999,4.587610195477113,216184.0,0.006045035514583648,0.0019646365422396855,0.004080398972343962,2.63206046141607,Wisconsin
3956,"Presque Isle, Maine",23.2,37036.0,90.9,4102,9162,49.4,274.0,241.0,33.0,14.25,0.4634,46.68667,-67.98737,5.2,110380.0,0.02990613403187077,0.003601833660772757,0.026304300371098013,2.2335446123842027,Maine
3957,"Preston, Idaho",13.2,50727.0,89.5,3159,9354,8.9,81.0,77.0,4.0,23.16666666666667,0.4613498953178414,42.168820000000004,-111.75706000000001,4.587610195477113,226942.0,0.008659397049390635,0.00042762454564892024,0.008231772503741715,2.961063627730294,Idaho
3958,"Preston, Maryland",13.8,63174.0,94.0,2010,4966,36.5,4.0,3.0,1.0,15.5,0.4613498953178414,38.74525,-75.92081,4.587610195477113,188875.0,0.0008054772452678212,0.0002013693113169553,0.0006041079339508659,2.4706467661691542,Maryland
3959,"Preston, Minnesota",19.7,55610.0,93.0,1088,2541,8.0,1.0,1.0,0.0,13.0,0.4613498953178414,43.628409999999995,-92.12663,4.587610195477113,153198.0,0.0003935458480913026,0.0,0.0003935458480913026,2.3354779411764706,Minnesota
3960,"Prestonsburg, Kentucky",42.1,32813.0,73.1,4405,10404,36.8,57.0,51.0,6.0,16.0,0.4613498953178414,37.66105,-82.76355,4.587610195477113,89421.0,0.005478662053056517,0.0005767012687427913,0.004901960784313725,2.3618615209988647,Kentucky
3961,"Price, Utah",20.8,49413.0,88.9,4789,13469,36.5,366.0,356.0,10.0,17.428571428571427,0.4613498953178414,39.547,-110.76031,4.587610195477113,175744.0,0.027173509540426164,0.0007424456158586384,0.026431063924567524,2.812486949258718,Utah
3962,"Priest River, Idaho",15.5,41582.0,85.2,2544,6391,6.9,43.0,41.0,2.0,12.75,0.4613498953178414,48.31053,-116.90064,4.587610195477113,262513.0,0.0067282115474886555,0.00031294007197621654,0.0064152714755124395,2.512185534591195,Idaho
3963,"Princess Anne, Maryland",35.1,38518.0,88.1,3713,11693,36.1,210.0,163.0,47.0,15.333333333333336,0.4613498953178414,38.20319,-75.71507,4.587610195477113,124332.0,0.017959462926537245,0.004019498845463098,0.013939964081074147,3.149205494209534,Maryland
3964,"Princeton, Illinois",15.3,56156.0,93.9,4672,10680,24.5,117.0,103.0,14.0,16.8,0.4613498953178414,41.39353,-89.43823,4.587610195477113,117076.0,0.010955056179775281,0.0013108614232209739,0.009644194756554307,2.285958904109589,Illinois
3965,"Princeton, Indiana",15.0,47184.0,87.9,4872,12066,59.9,351.0,337.0,14.0,14.0,0.4613498953178414,38.345279999999995,-87.57539,4.587610195477113,97637.0,0.02909000497265042,0.0011602850986242334,0.02792971987402619,2.476600985221675,Indiana
3966,"Princeton, Iowa",9.1,63125.0,92.0,597,1629,17.1,1.0,1.0,0.0,14.0,0.4657,41.69898,-90.38984,4.4,205402.0,0.0006138735420503376,0.0,0.0006138735420503376,2.728643216080402,Iowa
3967,"Princeton, Kentucky",20.2,48047.0,92.0,4632,10752,16.5,251.0,230.0,21.0,18.5,0.4613498953178414,37.13022,-87.85471,4.587610195477113,60839.0,0.023344494047619048,0.001953125,0.021391369047619048,2.321243523316062,Kentucky
3968,"Princeton, Minnesota",11.5,63652.0,89.9,6106,16968,34.4,182.0,176.0,6.0,16.75,0.4613498953178414,45.5801,-93.59085999999999,4.587610195477113,210818.0,0.010726072607260726,0.0003536067892503536,0.010372465818010372,2.77890599410416,Minnesota
3969,"Princeton, Texas",11.5,57027.0,86.0,5607,16582,110.4,207.0,188.0,19.0,15.428571428571427,0.4361,33.150890000000004,-96.48796,3.4,225923.0,0.012483415752020263,0.0011458207695091063,0.011337594982511157,2.957374710183699,Texas
3970,"Princeton, West Virginia",26.4,42786.0,83.0,12971,30672,73.3,257.0,215.0,42.0,16.083333333333332,0.4613498953178414,37.37643,-81.01879,4.587610195477113,75663.0,0.008378977569118415,0.0013693270735524257,0.0070096504955659885,2.364659625318017,West Virginia
3971,"Princeton, Wisconsin",14.1,45625.0,89.7,1235,2813,17.9,21.0,21.0,0.0,11.0,0.4613498953178414,43.84918,-89.13054,4.587610195477113,110451.0,0.007465339495200853,0.0,0.007465339495200853,2.2777327935222673,Wisconsin
3972,"Prineville, Oregon",24.2,37236.0,84.9,8231,19803,5.9,353.0,298.0,55.0,23.8,0.4613498953178414,44.152229999999996,-120.57082,4.587610195477113,220350.0,0.0178255819825279,0.002777356966116245,0.015048225016411655,2.4059045073502614,Oregon
3973,"Prior Lake, Minnesota",5.1,104191.0,96.6,11747,33286,200.7,465.0,447.0,18.0,16.555555555555557,0.3964,44.67753,-93.41126,3.0,363610.0,0.013969837168779668,0.0005407678904043742,0.013429069278375293,2.833574529667149,Minnesota
3974,"Progreso, Texas",29.9,44886.0,50.5,1112,5642,211.1,95.0,86.0,9.0,14.2,0.4928,26.08664,-97.95966,6.2,62133.0,0.016838000708968452,0.0015951790145338532,0.015242821694434599,5.073741007194244,Texas
3975,"Prophetstown, Illinois",13.1,55192.0,89.5,1246,3245,10.2,0.0,0.0,0.0,14.666666666666664,0.4613498953178414,41.6067,-89.93166,4.587610195477113,102945.0,0.0,0.0,0.0,2.604333868378812,Illinois
3976,"Prospect Heights, Illinois",9.8,60970.0,83.9,5925,16049,1711.0,125.0,106.0,19.0,13.5,0.5105,42.10342,-87.93006,6.3,327040.0,0.007788647267742538,0.0011838743846968658,0.006604772883045672,2.708691983122363,Illinois
3977,"Prospect Park, Pennsylvania",9.1,61754.0,96.1,2591,6534,3374.3,121.0,107.0,14.0,15.333333333333336,0.4829,39.885870000000004,-75.30754,5.0,169579.0,0.018518518518518517,0.0021426385062748698,0.01637588001224365,2.5218062524121962,Pennsylvania
3978,"Prospect, Kentucky",1.7,135190.0,99.5,6837,19585,248.7,55.0,55.0,0.0,23.0,0.4853,38.35884,-85.59433,5.1,416850.0,0.002808271636456472,0.0,0.002808271636456472,2.864560479742577,Kentucky
3979,"Prosper, Texas",3.8,136642.0,96.1,6111,23580,125.0,238.0,227.0,11.0,16.166666666666668,0.4361,33.24671,-96.80855,3.4,463347.0,0.010093299406276506,0.00046649703138252756,0.009626802374893977,3.858615611192931,Texas
